Date,Optimized Portfolio,Equal Weight Portfolio,NIFTY 50 Benchmark
2021-07-09,0.0,0.0,-0.0024224839292732447
2021-07-12,0.0,0.0,0.00017844744498685117
2021-07-13,0.0,0.0,0.007630985495128417
2021-07-14,0.0,0.0,0.0026308921169333477
2021-07-15,0.0,0.0,0.004431072328003882
2021-07-16,0.0,0.0,-5.0225736783704455e-05
2021-07-19,0.0,0.0,-0.010738912280361723
2021-07-20,0.0,0.0,-0.0076369809214345
2021-07-22,0.0,0.0,0.012279233123449584
2021-07-23,0.0,0.0,0.002022238326785386
2021-07-26,0.0,0.0,-0.0019929055322251976
2021-07-27,0.0,0.0,-0.004929081202650898
2021-07-28,0.0,0.0,-0.002352898858342667
2021-07-29,0.0,0.0,0.004395444954646832
2021-07-30,0.0,0.0,-0.000976039499086867
2021-08-02,0.0,0.0,0.007746000136419795
2021-08-03,0.0,0.0,0.015460955882416139
2021-08-04,0.0,0.0,0.007938242467802281
2021-08-05,0.0,0.0,0.0022018725316477195
2021-08-06,0.0,0.0,-0.003461233501561467
2021-08-09,0.0,0.0,0.0012347307242392969
2021-08-10,0.0,0.0,0.0013439090538649445
2021-08-11,0.0,0.0,0.00013208706805212245
